substation,year,month,day,hour,consumption,date
AJAHUEL,2023,1,3,14,-26.596786,2023-01-03
AJAHUEL,2023,1,3,14,126.537471,2023-01-03
AJAHUEL,2023,1,3,14,133.303964,2023-01-03
CNAVIA,2023,1,3,14,-17.573066,2023-01-03
CNAVIA,2023,1,3,14,108.181582,2023-01-03
CNAVIA,2023,1,3,14,120.488085,2023-01-03
CNAVIA,2023,1,3,14,-4.529063,2023-01-03
CNAVIA,2023,1,3,14,65.927194,2023-01-03
CNAVIA,2023,1,3,14,75.137556,2023-01-03
FLORIDA,2023,1,3,14,-8.359529,2023-01-03
FLORIDA,2023,1,3,14,-31.45781,2023-01-03
FLORIDA,2023,1,3,14,-2.896952,2023-01-03
FLORIDA,2023,1,3,14,-50.113015,2023-01-03
CNAVIA,2023,1,3,14,15.808109,2023-01-03
CNAVIA,2023,1,3,14,14.078686,2023-01-03
FLORIDA,2023,1,3,14,10.993082,2023-01-03
CHENA,2023,1,3,15,-259.408188,2023-01-03
BUIN,2023,1,3,15,-238.878604,2023-01-03
BUIN,2023,1,3,15,126.851822,2023-01-03
LOSALME,2023,1,3,15,67.238086,2023-01-03
LOSALME,2023,1,3,15,50.360453,2023-01-03
LOSALME,2023,1,3,15,67.50632,2023-01-03
LOSALME,2023,1,3,15,23.461084,2023-01-03
CHENA,2023,1,3,15,154.163672,2023-01-03
BUIN,2023,1,3,15,111.370368,2023-01-03
CHENA,2023,1,3,15,117.111534,2023-01-03
CHENA,2023,1,3,15,127.967951,2023-01-03
ELSALTO,2023,1,3,15,121.328843,2023-01-03
ELSALTO,2023,1,3,15,118.423843,2023-01-03
ELSALTO,2023,1,3,15,178.213062,2023-01-03
ELSALTO,2023,1,3,15,141.581452,2023-01-03
CNAVIA,2023,1,3,15,87.358771,2023-01-03
CHENA,2023,1,3,15,122.473341,2023-01-03
BUIN,2023,1,3,15,-0.230716,2023-01-03
BUIN,2023,1,3,15,-0.113527,2023-01-03
FLORIDA,2023,1,3,15,60.482444,2023-01-03
AJAHUEL,2023,1,3,15,-28.144264,2023-01-03
AJAHUEL,2023,1,3,15,-28.499329,2023-01-03
AJAHUEL,2023,1,3,15,131.740271,2023-01-03
AJAHUEL,2023,1,3,15,139.346231,2023-01-03
CNAVIA,2023,1,3,15,2.868754,2023-01-03
CNAVIA,2023,1,3,15,20.654321,2023-01-03
CNAVIA,2023,1,3,15,106.23011,2023-01-03
CNAVIA,2023,1,3,15,120.592416,2023-01-03
CNAVIA,2023,1,3,15,69.84506,2023-01-03
FLORIDA,2023,1,3,15,67.35399,2023-01-03
CNAVIA,2023,1,3,15,15.921772,2023-01-03
FLORIDA,2023,1,3,15,-45.052131,2023-01-03
FLORIDA,2023,1,3,15,-51.517703,2023-01-03
FLORIDA,2023,1,3,15,-9.240999,2023-01-03
CNAVIA,2023,1,3,15,60.700129,2023-01-03
FLORIDA,2023,1,3,15,-4.726949,2023-01-03
FLORIDA,2023,1,3,15,9.852396,2023-01-03
CNAVIA,2023,1,3,15,17.042937,2023-01-03
FLORIDA,2023,1,3,15,-33.061676,2023-01-03
LOSALME,2023,1,3,16,20.074834,2023-01-03
BUIN,2023,1,3,16,111.33417,2023-01-03
BUIN,2023,1,3,16,-242.571287,2023-01-03
BUIN,2023,1,3,16,130.580101,2023-01-03
LOSALME,2023,1,3,16,63.536825,2023-01-03
LOSALME,2023,1,3,16,53.237808,2023-01-03
LOSALME,2023,1,3,16,70.557962,2023-01-03
CHENA,2023,1,3,16,-262.615993,2023-01-03
ELSALTO,2023,1,3,16,121.941065,2023-01-03
CHENA,2023,1,3,16,127.532646,2023-01-03
CHENA,2023,1,3,16,112.780396,2023-01-03
CHENA,2023,1,3,16,124.255368,2023-01-03
BUIN,2023,1,3,16,-0.230716,2023-01-03
ELSALTO,2023,1,3,16,118.737732,2023-01-03
ELSALTO,2023,1,3,16,181.245645,2023-01-03
ELSALTO,2023,1,3,16,145.204118,2023-01-03
CNAVIA,2023,1,3,16,88.387486,2023-01-03
CHENA,2023,1,3,16,163.749811,2023-01-03
FLORIDA,2023,1,3,16,58.411796,2023-01-03
BUIN,2023,1,3,16,-0.113527,2023-01-03
FLORIDA,2023,1,3,16,-42.656998,2023-01-03
AJAHUEL,2023,1,3,16,-21.196884,2023-01-03
AJAHUEL,2023,1,3,16,-21.56899,2023-01-03
AJAHUEL,2023,1,3,16,130.372135,2023-01-03
AJAHUEL,2023,1,3,16,138.076101,2023-01-03
CNAVIA,2023,1,3,16,0.93659,2023-01-03
CNAVIA,2023,1,3,16,6.37084,2023-01-03
CNAVIA,2023,1,3,16,109.245835,2023-01-03
CNAVIA,2023,1,3,16,126.057452,2023-01-03
FLORIDA,2023,1,3,16,65.370909,2023-01-03
CNAVIA,2023,1,3,16,65.289847,2023-01-03
CNAVIA,2023,1,3,16,18.690166,2023-01-03
CNAVIA,2023,1,3,16,17.339641,2023-01-03
FLORIDA,2023,1,3,16,8.009291,2023-01-03
FLORIDA,2023,1,3,16,-6.891479,2023-01-03
FLORIDA,2023,1,3,16,-32.666813,2023-01-03
FLORIDA,2023,1,3,16,-7.451475,2023-01-03
FLORIDA,2023,1,3,16,-48.806398,2023-01-03
CNAVIA,2023,1,3,16,74.650733,2023-01-03
LOSALME,2023,1,3,17,73.466632,2023-01-03
LOSALME,2023,1,3,17,56.339157,2023-01-03
BUIN,2023,1,3,17,108.53442,2023-01-03
BUIN,2023,1,3,17,132.923887,2023-01-03
BUIN,2023,1,3,17,-242.101635,2023-01-03
LOSALME,2023,1,3,17,16.074741,2023-01-03
LOSALME,2023,1,3,17,59.150365,2023-01-03
CHENA,2023,1,3,17,-261.428938,2023-01-03
ELSALTO,2023,1,3,17,122.508843,2023-01-03
CHENA,2023,1,3,17,130.917007,2023-01-03
CHENA,2023,1,3,17,107.271423,2023-01-03
CHENA,2023,1,3,17,116.764923,2023-01-03
ELSALTO,2023,1,3,17,119.102176,2023-01-03
ELSALTO,2023,1,3,17,183.675562,2023-01-03
ELSALTO,2023,1,3,17,148.397451,2023-01-03
CNAVIA,2023,1,3,17,87.668615,2023-01-03
BUIN,2023,1,3,17,-0.230716,2023-01-03
CHENA,2023,1,3,17,170.803451,2023-01-03
BUIN,2023,1,3,17,-0.113527,2023-01-03
FLORIDA,2023,1,3,17,57.010581,2023-01-03
FLORIDA,2023,1,3,17,-39.150413,2023-01-03
FLORIDA,2023,1,3,17,63.478454,2023-01-03
AJAHUEL,2023,1,3,17,-15.415561,2023-01-03
AJAHUEL,2023,1,3,17,-15.790555,2023-01-03
AJAHUEL,2023,1,3,17,127.129628,2023-01-03
AJAHUEL,2023,1,3,17,133.834811,2023-01-03
CNAVIA,2023,1,3,17,-1.745979,2023-01-03
CNAVIA,2023,1,3,17,106.723444,2023-01-03
CNAVIA,2023,1,3,17,125.470258,2023-01-03
CNAVIA,2023,1,3,17,-3.643652,2023-01-03
CNAVIA,2023,1,3,17,70.035004,2023-01-03
CNAVIA,2023,1,3,17,79.145202,2023-01-03
FLORIDA,2023,1,3,17,-8.087607,2023-01-03
FLORIDA,2023,1,3,17,-32.886271,2023-01-03
FLORIDA,2023,1,3,17,-9.866915,2023-01-03
FLORIDA,2023,1,3,17,-43.778131,2023-01-03
CNAVIA,2023,1,3,17,16.633588,2023-01-03
CNAVIA,2023,1,3,17,17.789476,2023-01-03
FLORIDA,2023,1,3,17,4.91085,2023-01-03
BUIN,2023,1,3,18,101.307389,2023-01-03
LOSALME,2023,1,3,18,14.169112,2023-01-03
BUIN,2023,1,3,18,-225.548404,2023-01-03
BUIN,2023,1,3,18,123.586668,2023-01-03
LOSALME,2023,1,3,18,55.289076,2023-01-03
LOSALME,2023,1,3,18,56.165522,2023-01-03
LOSALME,2023,1,3,18,72.191905,2023-01-03
CHENA,2023,1,3,18,-250.942021,2023-01-03
ELSALTO,2023,1,3,18,118.711065,2023-01-03
CHENA,2023,1,3,18,129.995339,2023-01-03
CHENA,2023,1,3,18,102.120896,2023-01-03
CHENA,2023,1,3,18,106.830285,2023-01-03
ELSALTO,2023,1,3,18,115.144649,2023-01-03
ELSALTO,2023,1,3,18,180.43084,2023-01-03
ELSALTO,2023,1,3,18,146.902895,2023-01-03
CNAVIA,2023,1,3,18,84.403525,2023-01-03
BUIN,2023,1,3,18,-0.113527,2023-01-03
CHENA,2023,1,3,18,166.452896,2023-01-03
BUIN,2023,1,3,18,-0.230716,2023-01-03
FLORIDA,2023,1,3,18,60.829606,2023-01-03
FLORIDA,2023,1,3,18,-36.633556,2023-01-03
AJAHUEL,2023,1,3,18,-15.11578,2023-01-03
AJAHUEL,2023,1,3,18,-15.48866,2023-01-03
AJAHUEL,2023,1,3,18,123.403731,2023-01-03
AJAHUEL,2023,1,3,18,128.972466,2023-01-03
CNAVIA,2023,1,3,18,-5.262235,2023-01-03
CNAVIA,2023,1,3,18,0.44154,2023-01-03
CNAVIA,2023,1,3,18,99.273623,2023-01-03
CNAVIA,2023,1,3,18,118.602857,2023-01-03
FLORIDA,2023,1,3,18,55.758132,2023-01-03
CNAVIA,2023,1,3,18,70.938241,2023-01-03
CNAVIA,2023,1,3,18,12.502192,2023-01-03
CNAVIA,2023,1,3,18,11.392962,2023-01-03
FLORIDA,2023,1,3,18,2.801855,2023-01-03
FLORIDA,2023,1,3,18,-10.988742,2023-01-03
FLORIDA,2023,1,3,18,-33.148428,2023-01-03
FLORIDA,2023,1,3,18,-7.504102,2023-01-03
FLORIDA,2023,1,3,18,-39.755196,2023-01-03
CNAVIA,2023,1,3,18,79.910774,2023-01-03
LOSALME,2023,1,3,19,71.092637,2023-01-03
LOSALME,2023,1,3,19,56.492871,2023-01-03
BUIN,2023,1,3,19,91.618211,2023-01-03
BUIN,2023,1,3,19,112.668728,2023-01-03
BUIN,2023,1,3,19,-204.966629,2023-01-03
LOSALME,2023,1,3,19,7.234697,2023-01-03
LOSALME,2023,1,3,19,43.917516,2023-01-03
CHENA,2023,1,3,19,-226.06391,2023-01-03
ELSALTO,2023,1,3,19,109.728009,2023-01-03
CHENA,2023,1,3,19,123.895619,2023-01-03
CHENA,2023,1,3,19,84.933979,2023-01-03
CHENA,2023,1,3,19,90.080312,2023-01-03
ELSALTO,2023,1,3,19,105.811064,2023-01-03
ELSALTO,2023,1,3,19,172.899923,2023-01-03
ELSALTO,2023,1,3,19,142.994534,2023-01-03
CNAVIA,2023,1,3,19,79.749934,2023-01-03
BUIN,2023,1,3,19,-0.230586,2023-01-03
CHENA,2023,1,3,19,157.993062,2023-01-03
FLORIDA,2023,1,3,19,54.364664,2023-01-03
BUIN,2023,1,3,19,-0.113527,2023-01-03
FLORIDA,2023,1,3,19,-33.049539,2023-01-03
AJAHUEL,2023,1,3,19,-22.582488,2023-01-03
AJAHUEL,2023,1,3,19,-22.943924,2023-01-03
AJAHUEL,2023,1,3,19,118.490807,2023-01-03
AJAHUEL,2023,1,3,19,124.032671,2023-01-03
CNAVIA,2023,1,3,19,-4.86056,2023-01-03
CNAVIA,2023,1,3,19,10.300784,2023-01-03
CNAVIA,2023,1,3,19,91.079921,2023-01-03
CNAVIA,2023,1,3,19,113.139286,2023-01-03
FLORIDA,2023,1,3,19,58.153915,2023-01-03
CNAVIA,2023,1,3,19,83.549012,2023-01-03
CNAVIA,2023,1,3,19,-34.188314,2023-01-03
CNAVIA,2023,1,3,19,-33.172403,2023-01-03
FLORIDA,2023,1,3,19,1.243649,2023-01-03
FLORIDA,2023,1,3,19,-11.910978,2023-01-03
FLORIDA,2023,1,3,19,-32.333962,2023-01-03
FLORIDA,2023,1,3,19,-7.971014,2023-01-03
FLORIDA,2023,1,3,19,-36.107919,2023-01-03
CNAVIA,2023,1,3,19,90.898343,2023-01-03
LOSALME,2023,1,3,20,75.467379,2023-01-03
LOSALME,2023,1,3,20,61.000784,2023-01-03
BUIN,2023,1,3,20,84.677545,2023-01-03
BUIN,2023,1,3,20,112.470873,2023-01-03
BUIN,2023,1,3,20,-197.857715,2023-01-03
LOSALME,2023,1,3,20,-2.946611,2023-01-03
LOSALME,2023,1,3,20,28.137132,2023-01-03
CHENA,2023,1,3,20,-215.697549,2023-01-03
ELSALTO,2023,1,3,20,116.377176,2023-01-03
CHENA,2023,1,3,20,115.148451,2023-01-03
CHENA,2023,1,3,20,77.189674,2023-01-03
CHENA,2023,1,3,20,87.388424,2023-01-03
ELSALTO,2023,1,3,20,112.159621,2023-01-03
ELSALTO,2023,1,3,20,163.219451,2023-01-03
ELSALTO,2023,1,3,20,137.679895,2023-01-03
CNAVIA,2023,1,3,20,82.039525,2023-01-03
BUIN,2023,1,3,20,-0.230716,2023-01-03
CHENA,2023,1,3,20,154.279813,2023-01-03
BUIN,2023,1,3,20,-0.113527,2023-01-03
FLORIDA,2023,1,3,20,59.457212,2023-01-03
FLORIDA,2023,1,3,20,-32.144859,2023-01-03
FLORIDA,2023,1,3,20,63.035391,2023-01-03
AJAHUEL,2023,1,3,20,-36.640807,2023-01-03
AJAHUEL,2023,1,3,20,-36.99897,2023-01-03
AJAHUEL,2023,1,3,20,118.126072,2023-01-03
AJAHUEL,2023,1,3,20,122.936632,2023-01-03
CNAVIA,2023,1,3,20,15.496626,2023-01-03
CNAVIA,2023,1,3,20,72.587507,2023-01-03
CNAVIA,2023,1,3,20,95.822399,2023-01-03
CNAVIA,2023,1,3,20,-10.224346,2023-01-03
CNAVIA,2023,1,3,20,90.638899,2023-01-03
CNAVIA,2023,1,3,20,94.144682,2023-01-03
FLORIDA,2023,1,3,20,-7.648527,2023-01-03
FLORIDA,2023,1,3,20,-32.486525,2023-01-03
FLORIDA,2023,1,3,20,-17.379768,2023-01-03
FLORIDA,2023,1,3,20,-34.803906,2023-01-03
CNAVIA,2023,1,3,20,-39.210092,2023-01-03
CNAVIA,2023,1,3,20,-40.314642,2023-01-03
FLORIDA,2023,1,3,20,-4.448082,2023-01-03
LOSALME,2023,1,3,21,-15.556048,2023-01-03
BUIN,2023,1,3,21,76.011235,2023-01-03
BUIN,2023,1,3,21,-188.216048,2023-01-03
BUIN,2023,1,3,21,111.438761,2023-01-03
LOSALME,2023,1,3,21,11.968916,2023-01-03
LOSALME,2023,1,3,21,67.608893,2023-01-03
LOSALME,2023,1,3,21,81.205682,2023-01-03
CHENA,2023,1,3,21,-203.872216,2023-01-03
BUIN,2023,1,3,21,-0.113527,2023-01-03
CHENA,2023,1,3,21,111.528507,2023-01-03
CHENA,2023,1,3,21,64.282701,2023-01-03
CHENA,2023,1,3,21,79.320451,2023-01-03
ELSALTO,2023,1,3,21,126.497732,2023-01-03
ELSALTO,2023,1,3,21,121.983843,2023-01-03
ELSALTO,2023,1,3,21,159.252284,2023-01-03
ELSALTO,2023,1,3,21,136.271535,2023-01-03
CNAVIA,2023,1,3,21,85.492426,2023-01-03
CHENA,2023,1,3,21,156.308729,2023-01-03
BUIN,2023,1,3,21,-0.230716,2023-01-03
FLORIDA,2023,1,3,21,63.391299,2023-01-03
FLORIDA,2023,1,3,21,-25.388962,2023-01-03
AJAHUEL,2023,1,3,21,-38.697905,2023-01-03
AJAHUEL,2023,1,3,21,-39.055193,2023-01-03
AJAHUEL,2023,1,3,21,110.575842,2023-01-03
AJAHUEL,2023,1,3,21,114.38046,2023-01-03
CNAVIA,2023,1,3,21,-36.152116,2023-01-03
CNAVIA,2023,1,3,21,72.680082,2023-01-03
CNAVIA,2023,1,3,21,53.64657,2023-01-03
CNAVIA,2023,1,3,21,78.47323,2023-01-03
FLORIDA,2023,1,3,21,66.718824,2023-01-03
CNAVIA,2023,1,3,21,100.685862,2023-01-03
CNAVIA,2023,1,3,21,-69.613252,2023-01-03
CNAVIA,2023,1,3,21,-67.887355,2023-01-03
FLORIDA,2023,1,3,21,-12.482471,2023-01-03
FLORIDA,2023,1,3,21,-24.935461,2023-01-03
FLORIDA,2023,1,3,21,-35.106845,2023-01-03
FLORIDA,2023,1,3,21,-12.619795,2023-01-03
FLORIDA,2023,1,3,21,-27.290206,2023-01-03
CNAVIA,2023,1,3,21,102.151412,2023-01-03
LOSALME,2023,1,3,22,-16.903269,2023-01-03
LOSALME,2023,1,3,22,85.845499,2023-01-03
BUIN,2023,1,3,22,-198.076631,2023-01-03
LOSALME,2023,1,3,22,11.381342,2023-01-03
BUIN,2023,1,3,22,117.511412,2023-01-03
CHENA,2023,1,3,22,-210.030743,2023-01-03
LOSALME,2023,1,3,22,71.588934,2023-01-03
CHENA,2023,1,3,22,157.525285,2023-01-03
ELSALTO,2023,1,3,22,125.522177,2023-01-03
CHENA,2023,1,3,22,69.135507,2023-01-03
CHENA,2023,1,3,22,85.910757,2023-01-03
ELSALTO,2023,1,3,22,129.849954,2023-01-03
ELSALTO,2023,1,3,22,157.250645,2023-01-03
ELSALTO,2023,1,3,22,132.027062,2023-01-03
CNAVIA,2023,1,3,22,86.550451,2023-01-03
BUIN,2023,1,3,22,-0.113527,2023-01-03
BUIN,2023,1,3,22,79.83447,2023-01-03
CHENA,2023,1,3,22,110.600451,2023-01-03
BUIN,2023,1,3,22,-0.230684,2023-01-03
FLORIDA,2023,1,3,22,64.955364,2023-01-03
FLORIDA,2023,1,3,22,67.031937,2023-01-03
AJAHUEL,2023,1,3,22,-37.885359,2023-01-03
AJAHUEL,2023,1,3,22,113.7761,2023-01-03
AJAHUEL,2023,1,3,22,118.536492,2023-01-03
CNAVIA,2023,1,3,22,-36.591372,2023-01-03
CNAVIA,2023,1,3,22,76.623254,2023-01-03
CNAVIA,2023,1,3,22,50.647392,2023-01-03
CNAVIA,2023,1,3,22,74.62405,2023-01-03
CNAVIA,2023,1,3,22,103.617515,2023-01-03
AJAHUEL,2023,1,3,22,-37.541623,2023-01-03
CNAVIA,2023,1,3,22,-70.540593,2023-01-03
CNAVIA,2023,1,3,22,-69.495994,2023-01-03
FLORIDA,2023,1,3,22,-14.526839,2023-01-03
FLORIDA,2023,1,3,22,-27.862177,2023-01-03
FLORIDA,2023,1,3,22,-37.521921,2023-01-03
FLORIDA,2023,1,3,22,-12.432454,2023-01-03
FLORIDA,2023,1,3,22,-24.804426,2023-01-03
FLORIDA,2023,1,3,22,-21.909481,2023-01-03
CNAVIA,2023,1,3,22,103.079747,2023-01-03
LOSALME,2023,1,3,23,84.505245,2023-01-03
LOSALME,2023,1,3,23,69.213378,2023-01-03
BUIN,2023,1,3,23,80.780513,2023-01-03
BUIN,2023,1,3,23,117.596993,2023-01-03
BUIN,2023,1,3,23,-199.031968,2023-01-03
LOSALME,2023,1,3,23,-15.716207,2023-01-03
LOSALME,2023,1,3,23,10.441028,2023-01-03
CHENA,2023,1,3,23,-199.332382,2023-01-03
ELSALTO,2023,1,3,23,129.316065,2023-01-03
CHENA,2023,1,3,23,98.618619,2023-01-03
CHENA,2023,1,3,23,69.177618,2023-01-03
CHENA,2023,1,3,23,89.841368,2023-01-03
ELSALTO,2023,1,3,23,125.040509,2023-01-03
ELSALTO,2023,1,3,23,146.855284,2023-01-03
ELSALTO,2023,1,3,23,122.537951,2023-01-03
CNAVIA,2023,1,3,23,85.42201,2023-01-03
BUIN,2023,1,3,23,-0.230391,2023-01-03
CHENA,2023,1,3,23,144.839286,2023-01-03
FLORIDA,2023,1,3,23,66.336331,2023-01-03
BUIN,2023,1,3,23,-0.113527,2023-01-03
FLORIDA,2023,1,3,23,-18.246513,2023-01-03
AJAHUEL,2023,1,3,23,-43.004871,2023-01-03
AJAHUEL,2023,1,3,23,-43.350382,2023-01-03
AJAHUEL,2023,1,3,23,110.396546,2023-01-03
AJAHUEL,2023,1,3,23,116.429749,2023-01-03
CNAVIA,2023,1,3,23,-38.405655,2023-01-03
CNAVIA,2023,1,3,23,75.958079,2023-01-03
CNAVIA,2023,1,3,23,47.698888,2023-01-03
CNAVIA,2023,1,3,23,71.472797,2023-01-03
FLORIDA,2023,1,3,23,66.872711,2023-01-03
CNAVIA,2023,1,3,23,101.433661,2023-01-03
CNAVIA,2023,1,3,23,-77.642753,2023-01-03
CNAVIA,2023,1,3,23,-76.271271,2023-01-03
FLORIDA,2023,1,3,23,-14.435322,2023-01-03
FLORIDA,2023,1,3,23,-28.19673,2023-01-03
FLORIDA,2023,1,3,23,-38.482276,2023-01-03
FLORIDA,2023,1,3,23,-17.866077,2023-01-03
FLORIDA,2023,1,3,23,-22.165778,2023-01-03
CNAVIA,2023,1,3,23,101.855346,2023-01-03
LOSALME,2023,1,4,0,79.112942,2023-01-04
LOSALME,2023,1,4,0,63.601214,2023-01-04
BUIN,2023,1,4,0,74.498646,2023-01-04
BUIN,2023,1,4,0,108.423513,2023-01-04
BUIN,2023,1,4,0,-183.623936,2023-01-04
LOSALME,2023,1,4,0,-14.428687,2023-01-04
LOSALME,2023,1,4,0,8.994197,2023-01-04
CHENA,2023,1,4,0,-183.208049,2023-01-04
ELSALTO,2023,1,4,0,124.49051,2023-01-04
CHENA,2023,1,4,0,87.800813,2023-01-04
CHENA,2023,1,4,0,62.241646,2023-01-04
CHENA,2023,1,4,0,90.982007,2023-01-04
ELSALTO,2023,1,4,0,120.547732,2023-01-04
ELSALTO,2023,1,4,0,134.630312,2023-01-04
ELSALTO,2023,1,4,0,112.280368,2023-01-04
CNAVIA,2023,1,4,0,85.084675,2023-01-04
BUIN,2023,1,4,0,-0.230716,2023-01-04
CHENA,2023,1,4,0,129.971728,2023-01-04
FLORIDA,2023,1,4,0,62.435057,2023-01-04
BUIN,2023,1,4,0,-0.113527,2023-01-04
FLORIDA,2023,1,4,0,-15.521102,2023-01-04
AJAHUEL,2023,1,4,0,-42.188424,2023-01-04
AJAHUEL,2023,1,4,0,-42.553751,2023-01-04
AJAHUEL,2023,1,4,0,100.685819,2023-01-04
AJAHUEL,2023,1,4,0,107.984487,2023-01-04
CNAVIA,2023,1,4,0,-42.034102,2023-01-04
CNAVIA,2023,1,4,0,72.849335,2023-01-04
CNAVIA,2023,1,4,0,46.139349,2023-01-04
CNAVIA,2023,1,4,0,67.869064,2023-01-04
FLORIDA,2023,1,4,0,65.073834,2023-01-04
CNAVIA,2023,1,4,0,96.857451,2023-01-04
CNAVIA,2023,1,4,0,-79.56444,2023-01-04
CNAVIA,2023,1,4,0,-77.981028,2023-01-04
FLORIDA,2023,1,4,0,-12.824251,2023-01-04
FLORIDA,2023,1,4,0,-26.708643,2023-01-04
FLORIDA,2023,1,4,0,-37.901701,2023-01-04
FLORIDA,2023,1,4,0,-20.411851,2023-01-04
FLORIDA,2023,1,4,0,-21.748628,2023-01-04
CNAVIA,2023,1,4,0,96.364442,2023-01-04
LOSALME,2023,1,4,1,67.572109,2023-01-04
LOSALME,2023,1,4,1,53.719391,2023-01-04
BUIN,2023,1,4,1,64.410049,2023-01-04
BUIN,2023,1,4,1,94.136544,2023-01-04
BUIN,2023,1,4,1,-159.643265,2023-01-04
LOSALME,2023,1,4,1,-12.269019,2023-01-04
LOSALME,2023,1,4,1,8.98977,2023-01-04
CHENA,2023,1,4,1,-160.208993,2023-01-04
ELSALTO,2023,1,4,1,110.635092,2023-01-04
CHENA,2023,1,4,1,78.747534,2023-01-04
CHENA,2023,1,4,1,50.631118,2023-01-04
CHENA,2023,1,4,1,79.584007,2023-01-04
ELSALTO,2023,1,4,1,107.008147,2023-01-04
ELSALTO,2023,1,4,1,121.418229,2023-01-04
ELSALTO,2023,1,4,1,100.917951,2023-01-04
CNAVIA,2023,1,4,1,82.873311,2023-01-04
BUIN,2023,1,4,1,-0.230716,2023-01-04
CHENA,2023,1,4,1,116.095172,2023-01-04
BUIN,2023,1,4,1,-0.113527,2023-01-04
FLORIDA,2023,1,4,1,56.29972,2023-01-04
FLORIDA,2023,1,4,1,-13.871881,2023-01-04
FLORIDA,2023,1,4,1,60.881018,2023-01-04
AJAHUEL,2023,1,4,1,-39.386246,2023-01-04
AJAHUEL,2023,1,4,1,-39.744673,2023-01-04
AJAHUEL,2023,1,4,1,87.319333,2023-01-04
AJAHUEL,2023,1,4,1,94.415711,2023-01-04
CNAVIA,2023,1,4,1,68.667796,2023-01-04
CNAVIA,2023,1,4,1,47.93674,2023-01-04
CNAVIA,2023,1,4,1,68.896858,2023-01-04
CNAVIA,2023,1,4,1,-56.314155,2023-01-04
CNAVIA,2023,1,4,1,94.392049,2023-01-04
CNAVIA,2023,1,4,1,91.501966,2023-01-04
FLORIDA,2023,1,4,1,-21.915726,2023-01-04
FLORIDA,2023,1,4,1,-35.967861,2023-01-04
FLORIDA,2023,1,4,1,-21.187617,2023-01-04
FLORIDA,2023,1,4,1,-20.887547,2023-01-04
CNAVIA,2023,1,4,1,-91.408764,2023-01-04
CNAVIA,2023,1,4,1,-93.810059,2023-01-04
FLORIDA,2023,1,4,1,-8.713577,2023-01-04
LOSALME,2023,1,4,2,-8.706887,2023-01-04
BUIN,2023,1,4,2,58.729461,2023-01-04
BUIN,2023,1,4,2,-145.765286,2023-01-04
BUIN,2023,1,4,2,85.86477,2023-01-04
LOSALME,2023,1,4,2,10.402649,2023-01-04
LOSALME,2023,1,4,2,44.647638,2023-01-04
LOSALME,2023,1,4,2,57.348124,2023-01-04
CHENA,2023,1,4,2,-139.748494,2023-01-04
BUIN,2023,1,4,2,-0.230716,2023-01-04
CHENA,2023,1,4,2,69.164313,2023-01-04
CHENA,2023,1,4,2,44.699062,2023-01-04
CHENA,2023,1,4,2,68.612257,2023-01-04
ELSALTO,2023,1,4,2,100.893287,2023-01-04
ELSALTO,2023,1,4,2,97.422175,2023-01-04
ELSALTO,2023,1,4,2,109.769368,2023-01-04
ELSALTO,2023,1,4,2,91.045674,2023-01-04
CNAVIA,2023,1,4,2,79.261618,2023-01-04
CHENA,2023,1,4,2,102.131618,2023-01-04
FLORIDA,2023,1,4,2,53.501782,2023-01-04
BUIN,2023,1,4,2,-0.113527,2023-01-04
FLORIDA,2023,1,4,2,-16.25245,2023-01-04
AJAHUEL,2023,1,4,2,-38.588245,2023-01-04
AJAHUEL,2023,1,4,2,-38.93625,2023-01-04
AJAHUEL,2023,1,4,2,78.397719,2023-01-04
AJAHUEL,2023,1,4,2,84.081405,2023-01-04
CNAVIA,2023,1,4,2,-49.546533,2023-01-04
CNAVIA,2023,1,4,2,59.974987,2023-01-04
CNAVIA,2023,1,4,2,47.462882,2023-01-04
CNAVIA,2023,1,4,2,67.784699,2023-01-04
FLORIDA,2023,1,4,2,58.412339,2023-01-04
CNAVIA,2023,1,4,2,85.115931,2023-01-04
FLORIDA,2023,1,4,2,-22.204126,2023-01-04
FLORIDA,2023,1,4,2,-22.877709,2023-01-04
FLORIDA,2023,1,4,2,-32.200172,2023-01-04
CNAVIA,2023,1,4,2,81.900485,2023-01-04
FLORIDA,2023,1,4,2,-5.041168,2023-01-04
CNAVIA,2023,1,4,2,-97.443469,2023-01-04
CNAVIA,2023,1,4,2,-100.158152,2023-01-04
FLORIDA,2023,1,4,2,-16.076884,2023-01-04
LOSALME,2023,1,4,3,-5.040393,2023-01-04
BUIN,2023,1,4,3,55.114399,2023-01-04
BUIN,2023,1,4,3,-137.590112,2023-01-04
BUIN,2023,1,4,3,81.290254,2023-01-04
LOSALME,2023,1,4,3,13.407577,2023-01-04
LOSALME,2023,1,4,3,39.68236,2023-01-04
LOSALME,2023,1,4,3,51.847454,2023-01-04
CHENA,2023,1,4,3,-126.058355,2023-01-04
ELSALTO,2023,1,4,3,90.042175,2023-01-04
CHENA,2023,1,4,3,64.467453,2023-01-04
CHENA,2023,1,4,3,39.053423,2023-01-04
CHENA,2023,1,4,3,56.344951,2023-01-04
BUIN,2023,1,4,3,-0.230716,2023-01-04
ELSALTO,2023,1,4,3,86.513648,2023-01-04
ELSALTO,2023,1,4,3,101.591535,2023-01-04
ELSALTO,2023,1,4,3,83.664646,2023-01-04
CNAVIA,2023,1,4,3,75.447268,2023-01-04
CHENA,2023,1,4,3,94.887313,2023-01-04
