substation,year,month,day,hour,consumption,date
LOSALME,2023,1,2,0,-5.977296,2023-01-02
LOSALME,2023,1,2,0,56.215569,2023-01-02
BUIN,2023,1,2,0,-134.881062,2023-01-02
LOSALME,2023,1,2,0,14.104368,2023-01-02
BUIN,2023,1,2,0,83.529102,2023-01-02
CHENA,2023,1,2,0,-131.25011,2023-01-02
LOSALME,2023,1,2,0,45.694715,2023-01-02
CHENA,2023,1,2,0,107.595008,2023-01-02
ELSALTO,2023,1,2,0,83.251726,2023-01-02
CHENA,2023,1,2,0,45.686392,2023-01-02
CHENA,2023,1,2,0,44.226853,2023-01-02
ELSALTO,2023,1,2,0,86.782398,2023-01-02
ELSALTO,2023,1,2,0,111.405765,2023-01-02
ELSALTO,2023,1,2,0,91.569354,2023-01-02
CNAVIA,2023,1,2,0,61.928348,2023-01-02
BUIN,2023,1,2,0,-0.113527,2023-01-02
BUIN,2023,1,2,0,50.131971,2023-01-02
CHENA,2023,1,2,0,69.087258,2023-01-02
BUIN,2023,1,2,0,-0.230716,2023-01-02
FLORIDA,2023,1,2,0,55.802319,2023-01-02
FLORIDA,2023,1,2,0,55.065102,2023-01-02
AJAHUEL,2023,1,2,0,-43.772019,2023-01-02
AJAHUEL,2023,1,2,0,87.251252,2023-01-02
AJAHUEL,2023,1,2,0,92.067204,2023-01-02
CNAVIA,2023,1,2,0,-24.438981,2023-01-02
CNAVIA,2023,1,2,0,54.056928,2023-01-02
CNAVIA,2023,1,2,0,38.91107,2023-01-02
CNAVIA,2023,1,2,0,52.182226,2023-01-02
CNAVIA,2023,1,2,0,92.209468,2023-01-02
AJAHUEL,2023,1,2,0,-43.44007,2023-01-02
CNAVIA,2023,1,2,0,-105.564457,2023-01-02
CNAVIA,2023,1,2,0,-98.739123,2023-01-02
FLORIDA,2023,1,2,0,-3.342306,2023-01-02
FLORIDA,2023,1,2,0,-13.513991,2023-01-02
FLORIDA,2023,1,2,0,-31.614109,2023-01-02
FLORIDA,2023,1,2,0,-18.933042,2023-01-02
FLORIDA,2023,1,2,0,-23.7386,2023-01-02
FLORIDA,2023,1,2,0,-20.076618,2023-01-02
CNAVIA,2023,1,2,0,85.413967,2023-01-02
LOSALME,2023,1,2,1,49.235583,2023-01-02
LOSALME,2023,1,2,1,40.478366,2023-01-02
BUIN,2023,1,2,1,45.758001,2023-01-02
BUIN,2023,1,2,1,77.354493,2023-01-02
BUIN,2023,1,2,1,-124.373652,2023-01-02
LOSALME,2023,1,2,1,-5.305525,2023-01-02
LOSALME,2023,1,2,1,13.569224,2023-01-02
CHENA,2023,1,2,1,-119.503597,2023-01-02
ELSALTO,2023,1,2,1,81.636729,2023-01-02
CHENA,2023,1,2,1,62.271229,2023-01-02
CHENA,2023,1,2,1,40.554747,2023-01-02
CHENA,2023,1,2,1,42.346727,2023-01-02
ELSALTO,2023,1,2,1,78.06884,2023-01-02
ELSALTO,2023,1,2,1,103.929549,2023-01-02
ELSALTO,2023,1,2,1,85.442455,2023-01-02
CNAVIA,2023,1,2,1,61.663209,2023-01-02
BUIN,2023,1,2,1,-0.230716,2023-01-02
CHENA,2023,1,2,1,98.148315,2023-01-02
FLORIDA,2023,1,2,1,51.62525,2023-01-02
BUIN,2023,1,2,1,-0.113527,2023-01-02
FLORIDA,2023,1,2,1,-18.611393,2023-01-02
AJAHUEL,2023,1,2,1,-38.730598,2023-01-02
AJAHUEL,2023,1,2,1,-39.071542,2023-01-02
AJAHUEL,2023,1,2,1,78.670775,2023-01-02
AJAHUEL,2023,1,2,1,82.587214,2023-01-02
CNAVIA,2023,1,2,1,-24.666446,2023-01-02
CNAVIA,2023,1,2,1,52.050424,2023-01-02
CNAVIA,2023,1,2,1,37.953463,2023-01-02
CNAVIA,2023,1,2,1,50.135387,2023-01-02
FLORIDA,2023,1,2,1,52.533321,2023-01-02
CNAVIA,2023,1,2,1,81.003907,2023-01-02
CNAVIA,2023,1,2,1,-111.237629,2023-01-02
CNAVIA,2023,1,2,1,-104.227301,2023-01-02
FLORIDA,2023,1,2,1,-1.546624,2023-01-02
FLORIDA,2023,1,2,1,-10.983882,2023-01-02
FLORIDA,2023,1,2,1,-30.650945,2023-01-02
FLORIDA,2023,1,2,1,-21.522036,2023-01-02
FLORIDA,2023,1,2,1,-22.109441,2023-01-02
CNAVIA,2023,1,2,1,86.529714,2023-01-02
LOSALME,2023,1,2,2,45.977519,2023-01-02
LOSALME,2023,1,2,2,34.93082,2023-01-02
BUIN,2023,1,2,2,40.697516,2023-01-02
BUIN,2023,1,2,2,69.569731,2023-01-02
BUIN,2023,1,2,2,-111.577046,2023-01-02
LOSALME,2023,1,2,2,-5.85442,2023-01-02
LOSALME,2023,1,2,2,12.285068,2023-01-02
CHENA,2023,1,2,2,-105.18388,2023-01-02
ELSALTO,2023,1,2,2,76.212729,2023-01-02
CHENA,2023,1,2,2,56.431953,2023-01-02
CHENA,2023,1,2,2,34.28689,2023-01-02
CHENA,2023,1,2,2,35.102943,2023-01-02
ELSALTO,2023,1,2,2,72.731062,2023-01-02
ELSALTO,2023,1,2,2,98.799687,2023-01-02
ELSALTO,2023,1,2,2,81.796211,2023-01-02
CNAVIA,2023,1,2,2,60.361758,2023-01-02
BUIN,2023,1,2,2,-0.230716,2023-01-02
CHENA,2023,1,2,2,88.524505,2023-01-02
FLORIDA,2023,1,2,2,47.232283,2023-01-02
BUIN,2023,1,2,2,-0.113527,2023-01-02
FLORIDA,2023,1,2,2,-18.730701,2023-01-02
AJAHUEL,2023,1,2,2,-36.70523,2023-01-02
AJAHUEL,2023,1,2,2,-37.056966,2023-01-02
AJAHUEL,2023,1,2,2,70.412959,2023-01-02
AJAHUEL,2023,1,2,2,73.78454,2023-01-02
CNAVIA,2023,1,2,2,-26.363217,2023-01-02
CNAVIA,2023,1,2,2,49.412781,2023-01-02
CNAVIA,2023,1,2,2,36.071482,2023-01-02
CNAVIA,2023,1,2,2,47.083146,2023-01-02
FLORIDA,2023,1,2,2,50.182466,2023-01-02
CNAVIA,2023,1,2,2,75.688147,2023-01-02
CNAVIA,2023,1,2,2,-115.346484,2023-01-02
CNAVIA,2023,1,2,2,-108.271063,2023-01-02
FLORIDA,2023,1,2,2,2.211253,2023-01-02
FLORIDA,2023,1,2,2,-7.975653,2023-01-02
FLORIDA,2023,1,2,2,-29.171707,2023-01-02
FLORIDA,2023,1,2,2,-22.138762,2023-01-02
FLORIDA,2023,1,2,2,-21.960684,2023-01-02
CNAVIA,2023,1,2,2,80.133885,2023-01-02
LOSALME,2023,1,2,3,39.559702,2023-01-02
LOSALME,2023,1,2,3,29.656686,2023-01-02
BUIN,2023,1,2,3,36.336313,2023-01-02
BUIN,2023,1,2,3,62.996094,2023-01-02
BUIN,2023,1,2,3,-100.691356,2023-01-02
LOSALME,2023,1,2,3,-2.093179,2023-01-02
LOSALME,2023,1,2,3,15.070949,2023-01-02
CHENA,2023,1,2,3,-91.447327,2023-01-02
ELSALTO,2023,1,2,3,68.421617,2023-01-02
CHENA,2023,1,2,3,51.606619,2023-01-02
CHENA,2023,1,2,3,26.999201,2023-01-02
CHENA,2023,1,2,3,26.241146,2023-01-02
ELSALTO,2023,1,2,3,65.453284,2023-01-02
ELSALTO,2023,1,2,3,91.483618,2023-01-02
ELSALTO,2023,1,2,3,75.019006,2023-01-02
CNAVIA,2023,1,2,3,56.955588,2023-01-02
BUIN,2023,1,2,3,-0.230716,2023-01-02
CHENA,2023,1,2,3,80.683504,2023-01-02
BUIN,2023,1,2,3,-0.113527,2023-01-02
FLORIDA,2023,1,2,3,45.343302,2023-01-02
FLORIDA,2023,1,2,3,-19.772513,2023-01-02
FLORIDA,2023,1,2,3,48.858764,2023-01-02
AJAHUEL,2023,1,2,3,-36.637458,2023-01-02
AJAHUEL,2023,1,2,3,-36.961823,2023-01-02
AJAHUEL,2023,1,2,3,65.463276,2023-01-02
AJAHUEL,2023,1,2,3,68.422034,2023-01-02
CNAVIA,2023,1,2,3,11.945448,2023-01-02
CNAVIA,2023,1,2,3,38.846648,2023-01-02
CNAVIA,2023,1,2,3,49.967044,2023-01-02
CNAVIA,2023,1,2,3,-15.420532,2023-01-02
CNAVIA,2023,1,2,3,73.150384,2023-01-02
CNAVIA,2023,1,2,3,77.526004,2023-01-02
FLORIDA,2023,1,2,3,-23.656367,2023-01-02
FLORIDA,2023,1,2,3,-28.445991,2023-01-02
FLORIDA,2023,1,2,3,-4.704987,2023-01-02
FLORIDA,2023,1,2,3,-22.836101,2023-01-02
CNAVIA,2023,1,2,3,-111.472615,2023-01-02
CNAVIA,2023,1,2,3,-119.139561,2023-01-02
FLORIDA,2023,1,2,3,4.614057,2023-01-02
LOSALME,2023,1,2,4,-1.22292,2023-01-02
BUIN,2023,1,2,4,33.758776,2023-01-02
BUIN,2023,1,2,4,-94.768621,2023-01-02
BUIN,2023,1,2,4,59.632072,2023-01-02
LOSALME,2023,1,2,4,16.194917,2023-01-02
LOSALME,2023,1,2,4,27.256414,2023-01-02
LOSALME,2023,1,2,4,35.867077,2023-01-02
CHENA,2023,1,2,4,-83.917288,2023-01-02
BUIN,2023,1,2,4,-0.230716,2023-01-02
CHENA,2023,1,2,4,49.399952,2023-01-02
CHENA,2023,1,2,4,23.058326,2023-01-02
CHENA,2023,1,2,4,20.654533,2023-01-02
ELSALTO,2023,1,2,4,65.066472,2023-01-02
ELSALTO,2023,1,2,4,62.40384,2023-01-02
ELSALTO,2023,1,2,4,88.209285,2023-01-02
ELSALTO,2023,1,2,4,71.889938,2023-01-02
CNAVIA,2023,1,2,4,55.388041,2023-01-02
CHENA,2023,1,2,4,77.674117,2023-01-02
FLORIDA,2023,1,2,4,43.773024,2023-01-02
BUIN,2023,1,2,4,-0.113527,2023-01-02
FLORIDA,2023,1,2,4,-18.273256,2023-01-02
AJAHUEL,2023,1,2,4,-32.386862,2023-01-02
AJAHUEL,2023,1,2,4,-32.737438,2023-01-02
AJAHUEL,2023,1,2,4,59.898912,2023-01-02
AJAHUEL,2023,1,2,4,62.368823,2023-01-02
CNAVIA,2023,1,2,4,-14.297087,2023-01-02
CNAVIA,2023,1,2,4,7.015075,2023-01-02
CNAVIA,2023,1,2,4,39.018442,2023-01-02
CNAVIA,2023,1,2,4,49.573699,2023-01-02
FLORIDA,2023,1,2,4,47.546253,2023-01-02
CNAVIA,2023,1,2,4,70.101254,2023-01-02
FLORIDA,2023,1,2,4,-21.170162,2023-01-02
FLORIDA,2023,1,2,4,-23.820383,2023-01-02
FLORIDA,2023,1,2,4,-27.169454,2023-01-02
CNAVIA,2023,1,2,4,74.778851,2023-01-02
FLORIDA,2023,1,2,4,4.350866,2023-01-02
CNAVIA,2023,1,2,4,-113.474834,2023-01-02
CNAVIA,2023,1,2,4,-121.64305,2023-01-02
FLORIDA,2023,1,2,4,-3.711115,2023-01-02
LOSALME,2023,1,2,5,-0.456208,2023-01-02
BUIN,2023,1,2,5,32.026839,2023-01-02
BUIN,2023,1,2,5,-90.417273,2023-01-02
BUIN,2023,1,2,5,56.995547,2023-01-02
LOSALME,2023,1,2,5,16.228617,2023-01-02
LOSALME,2023,1,2,5,25.798001,2023-01-02
LOSALME,2023,1,2,5,33.336886,2023-01-02
CHENA,2023,1,2,5,-78.248021,2023-01-02
ELSALTO,2023,1,2,5,63.477729,2023-01-02
CHENA,2023,1,2,5,47.060311,2023-01-02
CHENA,2023,1,2,5,20.673729,2023-01-02
CHENA,2023,1,2,5,16.692146,2023-01-02
BUIN,2023,1,2,5,-0.230716,2023-01-02
ELSALTO,2023,1,2,5,61.125728,2023-01-02
ELSALTO,2023,1,2,5,86.594368,2023-01-02
ELSALTO,2023,1,2,5,70.780645,2023-01-02
CNAVIA,2023,1,2,5,54.285776,2023-01-02
CHENA,2023,1,2,5,74.564867,2023-01-02
FLORIDA,2023,1,2,5,43.35269,2023-01-02
BUIN,2023,1,2,5,-0.113527,2023-01-02
FLORIDA,2023,1,2,5,-18.333016,2023-01-02
AJAHUEL,2023,1,2,5,-31.773181,2023-01-02
AJAHUEL,2023,1,2,5,-32.109457,2023-01-02
AJAHUEL,2023,1,2,5,57.092891,2023-01-02
AJAHUEL,2023,1,2,5,58.989025,2023-01-02
CNAVIA,2023,1,2,5,-15.398007,2023-01-02
CNAVIA,2023,1,2,5,5.749259,2023-01-02
CNAVIA,2023,1,2,5,38.209811,2023-01-02
CNAVIA,2023,1,2,5,48.772581,2023-01-02
FLORIDA,2023,1,2,5,47.046129,2023-01-02
CNAVIA,2023,1,2,5,68.169025,2023-01-02
CNAVIA,2023,1,2,5,-123.919705,2023-01-02
CNAVIA,2023,1,2,5,-115.67176,2023-01-02
FLORIDA,2023,1,2,5,4.091978,2023-01-02
FLORIDA,2023,1,2,5,-3.106417,2023-01-02
FLORIDA,2023,1,2,5,-25.867772,2023-01-02
FLORIDA,2023,1,2,5,-24.087472,2023-01-02
FLORIDA,2023,1,2,5,-20.839478,2023-01-02
CNAVIA,2023,1,2,5,72.995173,2023-01-02
LOSALME,2023,1,2,6,32.137992,2023-01-02
LOSALME,2023,1,2,6,24.71616,2023-01-02
BUIN,2023,1,2,6,31.656669,2023-01-02
BUIN,2023,1,2,6,56.207133,2023-01-02
BUIN,2023,1,2,6,-89.275258,2023-01-02
LOSALME,2023,1,2,6,0.584086,2023-01-02
LOSALME,2023,1,2,6,17.176962,2023-01-02
CHENA,2023,1,2,6,-75.987541,2023-01-02
ELSALTO,2023,1,2,6,61.749951,2023-01-02
CHENA,2023,1,2,6,46.29995,2023-01-02
CHENA,2023,1,2,6,19.769328,2023-01-02
CHENA,2023,1,2,6,15.398204,2023-01-02
ELSALTO,2023,1,2,6,59.79995,2023-01-02
ELSALTO,2023,1,2,6,85.510675,2023-01-02
ELSALTO,2023,1,2,6,69.690951,2023-01-02
CNAVIA,2023,1,2,6,52.484351,2023-01-02
BUIN,2023,1,2,6,-0.230716,2023-01-02
CHENA,2023,1,2,6,71.699951,2023-01-02
BUIN,2023,1,2,6,-0.113527,2023-01-02
FLORIDA,2023,1,2,6,43.19775,2023-01-02
FLORIDA,2023,1,2,6,-18.402172,2023-01-02
FLORIDA,2023,1,2,6,46.892228,2023-01-02
AJAHUEL,2023,1,2,6,-31.289341,2023-01-02
AJAHUEL,2023,1,2,6,-31.631783,2023-01-02
AJAHUEL,2023,1,2,6,55.947063,2023-01-02
AJAHUEL,2023,1,2,6,57.980455,2023-01-02
CNAVIA,2023,1,2,6,5.12546,2023-01-02
CNAVIA,2023,1,2,6,38.446815,2023-01-02
CNAVIA,2023,1,2,6,48.549419,2023-01-02
CNAVIA,2023,1,2,6,-15.239936,2023-01-02
CNAVIA,2023,1,2,6,66.970739,2023-01-02
CNAVIA,2023,1,2,6,71.574029,2023-01-02
FLORIDA,2023,1,2,6,-24.703588,2023-01-02
FLORIDA,2023,1,2,6,-25.933746,2023-01-02
FLORIDA,2023,1,2,6,-2.524656,2023-01-02
FLORIDA,2023,1,2,6,-20.942287,2023-01-02
CNAVIA,2023,1,2,6,-116.080065,2023-01-02
CNAVIA,2023,1,2,6,-124.343445,2023-01-02
FLORIDA,2023,1,2,6,4.437105,2023-01-02
BUIN,2023,1,2,7,31.473193,2023-01-02
LOSALME,2023,1,2,7,2.390858,2023-01-02
BUIN,2023,1,2,7,-87.36624,2023-01-02
BUIN,2023,1,2,7,54.488228,2023-01-02
LOSALME,2023,1,2,7,20.222582,2023-01-02
LOSALME,2023,1,2,7,21.848452,2023-01-02
LOSALME,2023,1,2,7,28.761081,2023-01-02
CHENA,2023,1,2,7,-73.072911,2023-01-02
ELSALTO,2023,1,2,7,61.365544,2023-01-02
CHENA,2023,1,2,7,44.44995,2023-01-02
CHENA,2023,1,2,7,19.597882,2023-01-02
CHENA,2023,1,2,7,15.820031,2023-01-02
ELSALTO,2023,1,2,7,58.569894,2023-01-02
ELSALTO,2023,1,2,7,85.223827,2023-01-02
ELSALTO,2023,1,2,7,68.412813,2023-01-02
CNAVIA,2023,1,2,7,50.221916,2023-01-02
BUIN,2023,1,2,7,-0.113527,2023-01-02
CHENA,2023,1,2,7,68.895784,2023-01-02
BUIN,2023,1,2,7,-0.230716,2023-01-02
FLORIDA,2023,1,2,7,43.438017,2023-01-02
FLORIDA,2023,1,2,7,-18.889798,2023-01-02
AJAHUEL,2023,1,2,7,-30.053969,2023-01-02
AJAHUEL,2023,1,2,7,-30.381516,2023-01-02
AJAHUEL,2023,1,2,7,53.950294,2023-01-02
AJAHUEL,2023,1,2,7,55.532978,2023-01-02
CNAVIA,2023,1,2,7,-13.582988,2023-01-02
CNAVIA,2023,1,2,7,9.130523,2023-01-02
CNAVIA,2023,1,2,7,37.823108,2023-01-02
CNAVIA,2023,1,2,7,48.767986,2023-01-02
FLORIDA,2023,1,2,7,47.321603,2023-01-02
CNAVIA,2023,1,2,7,62.812209,2023-01-02
CNAVIA,2023,1,2,7,-122.450272,2023-01-02
CNAVIA,2023,1,2,7,-114.304141,2023-01-02
FLORIDA,2023,1,2,7,6.342074,2023-01-02
FLORIDA,2023,1,2,7,-0.344739,2023-01-02
FLORIDA,2023,1,2,7,-25.771261,2023-01-02
FLORIDA,2023,1,2,7,-27.430875,2023-01-02
FLORIDA,2023,1,2,7,-21.134463,2023-01-02
CNAVIA,2023,1,2,7,66.955935,2023-01-02
LOSALME,2023,1,2,8,23.910114,2023-01-02
LOSALME,2023,1,2,8,17.353504,2023-01-02
BUIN,2023,1,2,8,36.897552,2023-01-02
BUIN,2023,1,2,8,57.39295,2023-01-02
BUIN,2023,1,2,8,-95.646438,2023-01-02
LOSALME,2023,1,2,8,13.588147,2023-01-02
LOSALME,2023,1,2,8,31.668599,2023-01-02
CHENA,2023,1,2,8,-81.110882,2023-01-02
ELSALTO,2023,1,2,8,60.017978,2023-01-02
CHENA,2023,1,2,8,38.514006,2023-01-02
CHENA,2023,1,2,8,35.262118,2023-01-02
CHENA,2023,1,2,8,28.36859,2023-01-02
ELSALTO,2023,1,2,8,57.448034,2023-01-02
ELSALTO,2023,1,2,8,78.352534,2023-01-02
ELSALTO,2023,1,2,8,61.473673,2023-01-02
CNAVIA,2023,1,2,8,47.166354,2023-01-02
BUIN,2023,1,2,8,-0.230716,2023-01-02
CHENA,2023,1,2,8,61.997424,2023-01-02
FLORIDA,2023,1,2,8,44.769487,2023-01-02
BUIN,2023,1,2,8,-0.113527,2023-01-02
FLORIDA,2023,1,2,8,-24.727081,2023-01-02
AJAHUEL,2023,1,2,8,-29.666578,2023-01-02
AJAHUEL,2023,1,2,8,-30.001165,2023-01-02
AJAHUEL,2023,1,2,8,58.063848,2023-01-02
AJAHUEL,2023,1,2,8,58.972324,2023-01-02
CNAVIA,2023,1,2,8,-8.745813,2023-01-02
CNAVIA,2023,1,2,8,12.06432,2023-01-02
CNAVIA,2023,1,2,8,40.551427,2023-01-02
CNAVIA,2023,1,2,8,50.408836,2023-01-02
FLORIDA,2023,1,2,8,49.027321,2023-01-02
CNAVIA,2023,1,2,8,47.483716,2023-01-02
CNAVIA,2023,1,2,8,-94.22246,2023-01-02
CNAVIA,2023,1,2,8,-87.673016,2023-01-02
FLORIDA,2023,1,2,8,10.475323,2023-01-02
FLORIDA,2023,1,2,8,3.917931,2023-01-02
FLORIDA,2023,1,2,8,-26.328825,2023-01-02
FLORIDA,2023,1,2,8,-27.399968,2023-01-02
FLORIDA,2023,1,2,8,-26.357466,2023-01-02
CNAVIA,2023,1,2,8,52.688809,2023-01-02
LOSALME,2023,1,2,9,20.413227,2023-01-02
LOSALME,2023,1,2,9,13.511148,2023-01-02
BUIN,2023,1,2,9,51.133111,2023-01-02
BUIN,2023,1,2,9,67.073268,2023-01-02
BUIN,2023,1,2,9,-119.462202,2023-01-02
LOSALME,2023,1,2,9,33.865795,2023-01-02
LOSALME,2023,1,2,9,52.192662,2023-01-02
CHENA,2023,1,2,9,-106.157266,2023-01-02
ELSALTO,2023,1,2,9,57.034355,2023-01-02
CHENA,2023,1,2,9,36.786451,2023-01-02
CHENA,2023,1,2,9,66.4148,2023-01-02
CHENA,2023,1,2,9,54.886159,2023-01-02
ELSALTO,2023,1,2,9,54.362398,2023-01-02
ELSALTO,2023,1,2,9,68.233059,2023-01-02
ELSALTO,2023,1,2,9,51.122326,2023-01-02
CNAVIA,2023,1,2,9,44.337151,2023-01-02
BUIN,2023,1,2,9,-0.230716,2023-01-02
CHENA,2023,1,2,9,56.73934,2023-01-02
BUIN,2023,1,2,9,-0.113527,2023-01-02
FLORIDA,2023,1,2,9,47.01003,2023-01-02
FLORIDA,2023,1,2,9,-34.621101,2023-01-02
FLORIDA,2023,1,2,9,50.572508,2023-01-02
AJAHUEL,2023,1,2,9,-29.513005,2023-01-02
AJAHUEL,2023,1,2,9,-29.852465,2023-01-02
AJAHUEL,2023,1,2,9,72.201177,2023-01-02
AJAHUEL,2023,1,2,9,72.71017,2023-01-02
CNAVIA,2023,1,2,9,18.811309,2023-01-02
CNAVIA,2023,1,2,9,50.121962,2023-01-02
CNAVIA,2023,1,2,9,59.357007,2023-01-02
CNAVIA,2023,1,2,9,3.948357,2023-01-02
CNAVIA,2023,1,2,9,23.357231,2023-01-02
CNAVIA,2023,1,2,9,30.95316,2023-01-02
FLORIDA,2023,1,2,9,-25.720049,2023-01-02
FLORIDA,2023,1,2,9,-27.079485,2023-01-02
FLORIDA,2023,1,2,9,10.505194,2023-01-02
FLORIDA,2023,1,2,9,-35.070808,2023-01-02
CNAVIA,2023,1,2,9,-42.178685,2023-01-02
CNAVIA,2023,1,2,9,-45.889691,2023-01-02
FLORIDA,2023,1,2,9,17.625287,2023-01-02
LOSALME,2023,1,2,10,38.806826,2023-01-02
BUIN,2023,1,2,10,59.075657,2023-01-02
BUIN,2023,1,2,10,-132.718049,2023-01-02
BUIN,2023,1,2,10,72.438557,2023-01-02
LOSALME,2023,1,2,10,57.88879,2023-01-02
LOSALME,2023,1,2,10,16.408177,2023-01-02
LOSALME,2023,1,2,10,24.557975,2023-01-02
CHENA,2023,1,2,10,-122.574271,2023-01-02
BUIN,2023,1,2,10,-0.230716,2023-01-02
CHENA,2023,1,2,10,45.238923,2023-01-02
CHENA,2023,1,2,10,76.04734,2023-01-02
CHENA,2023,1,2,10,61.675812,2023-01-02
ELSALTO,2023,1,2,10,54.816061,2023-01-02
ELSALTO,2023,1,2,10,52.175505,2023-01-02
ELSALTO,2023,1,2,10,75.249813,2023-01-02
ELSALTO,2023,1,2,10,56.68959,2023-01-02
CNAVIA,2023,1,2,10,43.523687,2023-01-02
CHENA,2023,1,2,10,64.747923,2023-01-02
FLORIDA,2023,1,2,10,46.329385,2023-01-02
BUIN,2023,1,2,10,-0.113527,2023-01-02
FLORIDA,2023,1,2,10,-39.063389,2023-01-02
AJAHUEL,2023,1,2,10,-29.340284,2023-01-02
AJAHUEL,2023,1,2,10,-29.677745,2023-01-02
AJAHUEL,2023,1,2,10,82.659727,2023-01-02
AJAHUEL,2023,1,2,10,83.181638,2023-01-02
CNAVIA,2023,1,2,10,5.859129,2023-01-02
CNAVIA,2023,1,2,10,10.623456,2023-01-02
CNAVIA,2023,1,2,10,56.37095,2023-01-02
CNAVIA,2023,1,2,10,68.578493,2023-01-02
FLORIDA,2023,1,2,10,50.353882,2023-01-02
CNAVIA,2023,1,2,10,26.151131,2023-01-02
FLORIDA,2023,1,2,10,-39.348897,2023-01-02
FLORIDA,2023,1,2,10,-21.445179,2023-01-02
FLORIDA,2023,1,2,10,-27.251528,2023-01-02
CNAVIA,2023,1,2,10,34.604613,2023-01-02
FLORIDA,2023,1,2,10,19.941678,2023-01-02
CNAVIA,2023,1,2,10,-34.546188,2023-01-02
CNAVIA,2023,1,2,10,-37.684257,2023-01-02
FLORIDA,2023,1,2,10,12.164368,2023-01-02
CHENA,2023,1,2,11,-138.625105,2023-01-02
BUIN,2023,1,2,11,61.637252,2023-01-02
BUIN,2023,1,2,11,-139.276824,2023-01-02
BUIN,2023,1,2,11,76.453755,2023-01-02
LOSALME,2023,1,2,11,24.556413,2023-01-02
LOSALME,2023,1,2,11,34.487717,2023-01-02
LOSALME,2023,1,2,11,30.867675,2023-01-02
CHENA,2023,1,2,11,82.061117,2023-01-02
ELSALTO,2023,1,2,11,58.125811,2023-01-02
CHENA,2023,1,2,11,77.107035,2023-01-02
CHENA,2023,1,2,11,60.274396,2023-01-02
ELSALTO,2023,1,2,11,60.846478,2023-01-02
BUIN,2023,1,2,11,-0.230716,2023-01-02
ELSALTO,2023,1,2,11,95.414785,2023-01-02
ELSALTO,2023,1,2,11,75.351284,2023-01-02
CNAVIA,2023,1,2,11,46.625033,2023-01-02
BUIN,2023,1,2,11,-0.113527,2023-01-02
CHENA,2023,1,2,11,60.043812,2023-01-02
FLORIDA,2023,1,2,11,46.46526,2023-01-02
LOSALME,2023,1,2,11,50.770323,2023-01-02
FLORIDA,2023,1,2,11,-38.455719,2023-01-02
FLORIDA,2023,1,2,11,50.392099,2023-01-02
AJAHUEL,2023,1,2,11,-29.114786,2023-01-02
AJAHUEL,2023,1,2,11,89.749615,2023-01-02
AJAHUEL,2023,1,2,11,90.453074,2023-01-02
CNAVIA,2023,1,2,11,0.486601,2023-01-02
CNAVIA,2023,1,2,11,3.112218,2023-01-02
CNAVIA,2023,1,2,11,58.492944,2023-01-02
CNAVIA,2023,1,2,11,67.793651,2023-01-02
CNAVIA,2023,1,2,11,48.655348,2023-01-02
AJAHUEL,2023,1,2,11,-28.767768,2023-01-02
CNAVIA,2023,1,2,11,-34.478642,2023-01-02
CNAVIA,2023,1,2,11,-31.428126,2023-01-02
FLORIDA,2023,1,2,11,17.686457,2023-01-02
FLORIDA,2023,1,2,11,8.367239,2023-01-02
FLORIDA,2023,1,2,11,-28.120302,2023-01-02
FLORIDA,2023,1,2,11,-17.454015,2023-01-02
FLORIDA,2023,1,2,11,-38.904251,2023-01-02
CNAVIA,2023,1,2,11,39.871067,2023-01-02
BUIN,2023,1,2,12,-151.068482,2023-01-02
BUIN,2023,1,2,12,83.156801,2023-01-02
LOSALME,2023,1,2,12,48.083584,2023-01-02
LOSALME,2023,1,2,12,29.383719,2023-01-02
LOSALME,2023,1,2,12,40.630093,2023-01-02
LOSALME,2023,1,2,12,27.45731,2023-01-02
CHENA,2023,1,2,12,-154.814809,2023-01-02
CHENA,2023,1,2,12,93.971756,2023-01-02
ELSALTO,2023,1,2,12,65.118285,2023-01-02
CHENA,2023,1,2,12,83.415882,2023-01-02
CHENA,2023,1,2,12,64.990144,2023-01-02
ELSALTO,2023,1,2,12,62.001968,2023-01-02
ELSALTO,2023,1,2,12,106.669755,2023-01-02
ELSALTO,2023,1,2,12,85.47091,2023-01-02
CNAVIA,2023,1,2,12,48.197255,2023-01-02
BUIN,2023,1,2,12,-0.113527,2023-01-02
BUIN,2023,1,2,12,66.77167,2023-01-02
CHENA,2023,1,2,12,69.233812,2023-01-02
BUIN,2023,1,2,12,-0.230716,2023-01-02
CNAVIA,2023,1,2,12,-1.017556,2023-01-02
FLORIDA,2023,1,2,12,49.393761,2023-01-02
FLORIDA,2023,1,2,12,46.01467,2023-01-02
AJAHUEL,2023,1,2,12,-26.745999,2023-01-02
AJAHUEL,2023,1,2,12,95.377149,2023-01-02
AJAHUEL,2023,1,2,12,96.476543,2023-01-02
CNAVIA,2023,1,2,12,2.129204,2023-01-02
CNAVIA,2023,1,2,12,60.371507,2023-01-02
CNAVIA,2023,1,2,12,69.11591,2023-01-02
CNAVIA,2023,1,2,12,53.610903,2023-01-02
AJAHUEL,2023,1,2,12,-26.405177,2023-01-02
CNAVIA,2023,1,2,12,-23.654964,2023-01-02
CNAVIA,2023,1,2,12,44.442668,2023-01-02
FLORIDA,2023,1,2,12,-38.147182,2023-01-02
FLORIDA,2023,1,2,12,-16.669049,2023-01-02
